,Source,Target,Travel_time,Demand,Demand_per_minute,Routes,|V|,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
1878,1,14,24.0,5910.0,246.25,1-2-5-7-9-6-14*,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
563,2,3,12.0,620.0,51.666666666666664,2-1-4-3*,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2,3,5.0,360.0,72.0,2-1-3*,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,2,3,7.0,580.0,82.85714285714286,2-5-3*,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,2,3,41.0,6550.0,159.7560975609756,2-5-14-7-9-10-11-3*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
565,2,3,40.0,6550.0,163.75,2-5-14-6-9-10-11-3*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
564,2,3,38.0,6550.0,172.3684210526316,2-5-7-9-10-11-3*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
411,2,4,8.0,260.0,32.5,2-1-4*,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,2,4,9.0,620.0,68.88888888888889,2-1-3-4*,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,2,4,11.0,900.0,81.81818181818181,2-5-3-4*,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,2,4,16.0,1640.0,102.5,2-5-3-1-4*,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,2,5,3.0,360.0,120.0,2-5*,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,2,5,9.0,1280.0,142.22222222222223,2-1-3-5*,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,2,5,40.0,7750.0,193.75,2-1-3-11-10-9-7-5*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
417,2,6,8.0,740.0,92.5,2-5-14-6*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,2,6,9.0,1220.0,135.55555555555554,2-5-7-14-6*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,2,6,14.0,1940.0,138.57142857142858,2-1-3-5-14-6*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
425,2,6,49.0,7970.0,162.6530612244898,2-5-3-11-10-12-9-6*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
423,2,6,39.0,6550.0,167.94871794871796,2-5-3-11-10-9-6*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
420,2,6,15.0,2700.0,180.0,2-1-3-5-7-14-6*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,2,6,23.0,4830.0,210.0,2-5-14-7-9-6*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1152,2,6,20.0,4830.0,241.5,2-5-7-9-6*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
422,2,6,29.0,7050.0,243.10344827586206,2-1-3-5-14-7-9-6*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1153,2,6,26.0,7050.0,271.15384615384613,2-1-3-5-7-9-6*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430,2,7,8.0,740.0,92.5,2-5-14-7*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,2,7,14.0,1940.0,138.57142857142858,2-1-3-5-14-7*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,2,7,5.0,740.0,148.0,2-5-7*,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,2,7,50.0,7970.0,159.4,2-5-3-11-10-12-9-7*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
433,2,7,40.0,6550.0,163.75,2-5-3-11-10-9-7*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
431,2,7,11.0,1940.0,176.36363636363637,2-1-3-5-7*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,2,7,23.0,4830.0,210.0,2-5-14-6-9-7*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1213,2,7,29.0,7050.0,243.10344827586206,2-1-3-5-14-6-9-7*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
439,2,8,14.0,450.0,32.142857142857146,2-5-14-8*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
440,2,8,15.0,860.0,57.333333333333336,2-5-7-14-8*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
441,2,8,20.0,1430.0,71.5,2-1-3-5-14-8*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
442,2,8,21.0,2120.0,100.95238095238095,2-1-3-5-7-14-8*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1268,2,8,30.0,5260.0,175.33333333333334,2-5-7-9-6-14-8*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1337,2,9,37.0,3860.0,104.32432432432432,2-1-4-3-11-10-9*,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1336,2,9,30.0,3290.0,109.66666666666667,2-1-3-11-10-9*,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1340,2,9,47.0,5260.0,111.91489361702128,2-1-4-3-11-10-12-9*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1338,2,9,40.0,4680.0,117.0,2-1-3-11-10-12-9*,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1339,2,9,40.0,5230.0,130.75,2-1-3-11-10-12-13-9*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
458,2,9,42.0,6500.0,154.76190476190476,2-5-3-11-10-12-9*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
457,2,9,32.0,5100.0,159.375,2-5-3-11-10-9*,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
459,2,9,42.0,7060.0,168.0952380952381,2-5-3-11-10-12-13-9*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
452,2,9,16.0,3470.0,216.875,2-5-14-7-9*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
450,2,9,15.0,3470.0,231.33333333333334,2-5-14-6-9*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
456,2,9,22.0,5410.0,245.9090909090909,2-1-3-5-14-7-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
454,2,9,21.0,5410.0,257.6190476190476,2-1-3-5-14-6-9*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
449,2,9,13.0,3470.0,266.9230769230769,2-5-7-9*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,2,9,19.0,5410.0,284.7368421052632,2-1-3-5-7-9*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
451,2,9,16.0,4830.0,301.875,2-5-7-14-6-9*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
455,2,9,22.0,7050.0,320.45454545454544,2-1-3-5-7-14-6-9*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
465,2,10,25.0,760.0,30.4,2-1-3-11-10*,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1453,2,10,32.0,1090.0,34.0625,2-1-4-3-11-10*,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
467,2,10,27.0,1070.0,39.629629629629626,2-5-3-11-10*,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
475,2,10,31.0,6160.0,198.70967741935485,2-5-14-7-9-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
472,2,10,30.0,6160.0,205.33333333333334,2-5-14-6-9-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
477,2,10,31.0,6720.0,216.7741935483871,2-5-14-7-9-13-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
470,2,10,28.0,6160.0,220.0,2-5-7-9-12-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
473,2,10,30.0,6720.0,224.0,2-5-14-6-9-13-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
463,2,10,21.0,4900.0,233.33333333333334,2-5-14-7-9-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
471,2,10,28.0,6720.0,240.0,2-5-7-9-13-12-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
478,2,10,34.0,8260.0,242.94117647058823,2-1-3-5-7-9-12-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
461,2,10,20.0,4900.0,245.0,2-5-14-6-9-10*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
474,2,10,31.0,7610.0,245.48387096774192,2-5-7-14-6-9-12-10*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
469,2,10,27.0,6960.0,257.77777777777777,2-1-3-5-14-7-9-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
466,2,10,26.0,6960.0,267.6923076923077,2-1-3-5-14-6-9-10*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
460,2,10,18.0,4900.0,272.22222222222223,2-5-7-9-10*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
464,2,10,24.0,6960.0,290.0,2-1-3-5-7-9-10*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
462,2,10,21.0,6330.0,301.42857142857144,2-5-7-14-6-9-10*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
486,2,11,15.0,450.0,30.0,2-1-3-11*,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1554,2,11,22.0,740.0,33.63636363636363,2-1-4-3-11*,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
487,2,11,17.0,680.0,40.0,2-5-3-11*,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1557,2,11,31.0,5620.0,181.29032258064515,2-5-14-7-9-10-11*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1556,2,11,30.0,5620.0,187.33333333333334,2-5-14-6-9-10-11*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1555,2,11,28.0,5620.0,200.71428571428572,2-5-7-9-10-11*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
488,2,11,34.0,7750.0,227.94117647058823,2-1-3-5-7-9-10-11*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1558,2,11,31.0,7070.0,228.06451612903226,2-5-7-14-6-9-10-11*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
504,2,12,30.0,1150.0,38.333333333333336,2-1-3-11-10-12*,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1684,2,12,37.0,1490.0,40.270270270270274,2-1-4-3-11-10-12*,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
508,2,12,32.0,1470.0,45.9375,2-5-3-11-10-12*,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1687,2,12,47.0,5260.0,111.91489361702128,2-1-4-3-11-10-9-12*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
515,2,12,40.0,4680.0,117.0,2-1-3-11-10-9-12*,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1685,2,12,40.0,5230.0,130.75,2-1-3-11-10-9-13-12*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
516,2,12,42.0,6500.0,154.76190476190476,2-5-3-11-10-9-12*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1686,2,12,42.0,7060.0,168.0952380952381,2-5-3-11-10-9-13-12*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
496,2,12,26.0,4540.0,174.6153846153846,2-5-14-7-9-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
492,2,12,25.0,4540.0,181.6,2-5-14-6-9-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
500,2,12,26.0,5070.0,195.0,2-5-14-7-9-13-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
489,2,12,23.0,4540.0,197.3913043478261,2-5-7-9-12*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
494,2,12,25.0,5070.0,202.8,2-5-14-6-9-13-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
510,2,12,32.0,6520.0,203.75,2-1-3-5-14-7-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
505,2,12,31.0,6520.0,210.32258064516128,2-1-3-5-14-6-9-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
491,2,12,23.0,5070.0,220.43478260869566,2-5-7-9-13-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
501,2,12,29.0,6520.0,224.82758620689654,2-1-3-5-7-9-12*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
495,2,12,26.0,5920.0,227.69230769230768,2-5-7-14-6-9-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
498,2,12,26.0,6160.0,236.92307692307693,2-5-14-7-9-10-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
503,2,12,29.0,7070.0,243.79310344827587,2-1-3-5-7-9-13-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
493,2,12,25.0,6160.0,246.4,2-5-14-6-9-10-12*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
499,2,12,26.0,6460.0,248.46153846153845,2-5-7-14-6-9-13-12*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
490,2,12,23.0,6160.0,267.82608695652175,2-5-7-9-10-12*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
502,2,12,29.0,8260.0,284.82758620689657,2-1-3-5-7-9-10-12*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
497,2,12,26.0,7610.0,292.6923076923077,2-5-7-14-6-9-10-12*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
537,2,13,34.0,1630.0,47.94117647058823,2-5-3-11-10-12-13*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1780,2,13,45.0,4320.0,96.0,2-1-4-3-11-10-9-13*,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1778,2,13,38.0,3750.0,98.6842105263158,2-1-3-11-10-9-13*,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1781,2,13,48.0,5230.0,108.95833333333333,2-1-3-11-10-12-9-13*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1779,2,13,42.0,5230.0,124.52380952380952,2-1-3-11-10-9-12-13*,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
542,2,13,40.0,5570.0,139.25,2-5-3-11-10-9-13*,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
544,2,13,50.0,7060.0,141.2,2-5-3-11-10-12-9-13*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
543,2,13,44.0,7060.0,160.45454545454547,2-5-3-11-10-9-12-13*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
520,2,13,24.0,3910.0,162.91666666666666,2-5-14-7-9-13*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
518,2,13,23.0,3910.0,170.0,2-5-14-6-9-13*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
527,2,13,28.0,5070.0,181.07142857142858,2-5-14-7-9-12-13*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
517,2,13,21.0,3910.0,186.1904761904762,2-5-7-9-13*,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
524,2,13,27.0,5070.0,187.77777777777777,2-5-14-6-9-12-13*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
532,2,13,30.0,5870.0,195.66666666666666,2-1-3-5-14-7-9-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
530,2,13,29.0,5870.0,202.41379310344828,2-1-3-5-14-6-9-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
521,2,13,25.0,5070.0,202.8,2-5-7-9-12-13*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
523,2,13,27.0,5870.0,217.40740740740742,2-1-3-5-7-9-13*,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
519,2,13,24.0,5280.0,220.0,2-5-7-14-6-9-13*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
533,2,13,31.0,7070.0,228.06451612903226,2-1-3-5-7-9-12-13*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
526,2,13,28.0,6460.0,230.71428571428572,2-5-7-14-6-9-12-13*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
529,2,13,28.0,6720.0,240.0,2-5-14-7-9-10-12-13*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
525,2,13,27.0,6720.0,248.88888888888889,2-5-14-6-9-10-12-13*,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
522,2,13,25.0,6720.0,268.8,2-5-7-9-10-12-13*,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
545,2,14,6.0,360.0,60.0,2-5-14*,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
546,2,14,7.0,740.0,105.71428571428571,2-5-7-14*,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
547,2,14,12.0,1280.0,106.66666666666667,2-1-3-5-14*,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548,2,14,13.0,1940.0,149.23076923076923,2-1-3-5-7-14*,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
550,2,14,42.0,6550.0,155.95238095238096,2-5-3-11-10-9-7-14*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
549,2,14,41.0,6550.0,159.7560975609756,2-5-3-11-10-9-6-14*,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1881,2,14,22.0,4830.0,219.54545454545453,2-5-7-9-6-14*,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1882,2,14,28.0,7050.0,251.78571428571428,2-1-3-5-7-9-6-14*,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
568,3,4,4.0,100.0,25.0,3-4*,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,3,4,9.0,380.0,42.22222222222222,3-1-4*,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,3,4,15.0,1640.0,109.33333333333333,3-5-2-1-4*,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,3,5,4.0,200.0,50.0,3-5*,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
