"","Iteration","f1_TRT","f2_ATT","Temperature","C_epoch_number","L_iteration_per_epoch","A_num_accepted_moves_per_epoch","eps_num_epochs_without_accepting_solution"
"19850",391,108,10.7355648535565,80.5413485829665,95,391,0,0
"19851",392,103,10.8610878661088,80.5413485829665,95,392,0,0
"19852",393,100,10.9280334728033,80.5413485829665,95,393,0,0
"19853",394,98,10.9280334728033,80.5413485829665,95,394,0,0
"19854",395,98,10.9280334728033,80.5413485829665,95,395,0,0
"19855",396,94,11.1163179916318,80.5413485829665,95,396,0,0
"19856",397,99,10.8610878661088,80.5413485829665,95,397,0,0
"19857",398,96,11.2953974895397,80.5413485829665,95,398,0,0
"19858",399,100,11.1489539748954,80.5413485829665,95,399,0,0
"19859",400,102,11.01589958159,80.5413485829665,95,400,0,0
"19860",401,99,11.5364016736402,80.5413485829665,95,401,0,0
"19861",402,103,11.5364016736402,80.5413485829665,95,402,0,0
"19862",403,107,9.7907949790795,80.5413485829665,95,403,0,0
"19863",404,107,9.7907949790795,80.5413485829665,95,404,0,0
"19864",405,104,9.89121338912134,80.5413485829665,95,405,0,0
"19865",406,107,9.36903765690377,80.5413485829665,95,406,0,0
"19866",407,110,9.25941422594142,80.5413485829665,95,407,0,0
"19867",408,107,9.72133891213389,80.5413485829665,95,408,0,0
"19868",409,105,9.92384937238494,80.5413485829665,95,409,0,0
"19869",410,108,9.75648535564854,80.5413485829665,95,410,0,0
"19870",411,111,9.69790794979079,80.5413485829665,95,411,0,0
"19871",412,100,10.2769874476987,80.5413485829665,95,412,0,0
"19872",413,102,9.23682008368201,80.5413485829665,95,413,0,0
"19873",414,102,9.23682008368201,80.5413485829665,95,414,0,0
"19874",415,100,10.2769874476987,80.5413485829665,95,415,0,0
"19875",416,96,10.4359832635983,80.5413485829665,95,416,0,0
"19876",417,99,9.08284518828452,80.5413485829665,95,417,0,0
"19877",418,102,8.87364016736402,80.5413485829665,95,418,0,0
"19878",419,106,8.781589958159,80.5413485829665,95,419,0,0
"19879",420,103,9.16903765690377,80.5413485829665,95,420,0,0
"19880",421,106,8.781589958159,80.5413485829665,95,421,0,0
"19881",422,101,8.8234309623431,80.5413485829665,95,422,0,0
"19882",423,105,8.8234309623431,80.5413485829665,95,423,0,0
"19883",424,101,8.8234309623431,80.5413485829665,95,424,0,0
"19884",425,104,8.80669456066946,80.5413485829665,95,425,0,0
"19885",426,108,8.79414225941423,80.5413485829665,95,426,0,0
"19886",427,105,8.86108786610879,80.5413485829665,95,427,0,0
"19887",428,101,8.86108786610879,80.5413485829665,95,428,0,0
"19888",429,98,9.21924686192469,80.5413485829665,95,429,0,0
"19889",430,101,9.181589958159,80.5413485829665,95,430,0,0
"19890",431,98,9.21924686192469,80.5413485829665,95,431,0,0
"19891",432,100,9.15648535564854,80.5413485829665,95,432,0,0
"19892",433,104,9.09790794979079,80.5413485829665,95,433,0,0
"19893",434,106,7.73221757322176,80.5413485829665,95,434,0,0
"19894",435,101,7.73221757322176,80.5413485829665,95,435,0,0
"19895",436,97,7.75313807531381,80.5413485829665,95,436,0,0
"19896",437,93,7.76569037656904,80.5413485829665,95,437,0,0
"19897",438,90,7.76569037656904,80.5413485829665,95,438,0,0
"19898",439,90,7.76569037656904,80.5413485829665,95,439,0,0
"19899",440,94,7.59832635983264,80.5413485829665,95,440,0,0
"19900",441,91,7.61506276150628,80.5413485829665,95,441,0,0
"19901",442,105,6.96903765690377,80.5413485829665,95,442,0,0
"19902",443,109,6.95648535564854,80.5413485829665,95,443,0,0
"19903",444,111,6.83012552301255,80.5413485829665,95,444,0,0
"19904",445,116,6.80083682008368,80.5413485829665,95,445,0,0
"19905",446,118,6.25523012552301,80.5413485829665,95,446,0,0
"19906",447,118,6.25523012552301,80.5413485829665,95,447,0,0
"19907",448,120,6.80836820083682,80.5413485829665,95,448,0,0
"19908",449,124,6.64100418410042,80.5413485829665,95,449,0,0
"19909",450,119,6.73305439330544,80.5413485829665,95,450,0,0
"19910",451,122,6.68702928870293,80.5413485829665,95,451,0,0
"19911",452,119,6.7163179916318,80.5413485829665,95,452,0,0
"19912",453,116,6.7163179916318,80.5413485829665,95,453,0,0
"19913",454,120,6.67866108786611,80.5413485829665,95,454,0,0
"19914",455,116,6.7163179916318,80.5413485829665,95,455,0,0
"19915",456,119,6.67866108786611,80.5413485829665,95,456,0,0
"19916",457,124,6.64518828451883,80.5413485829665,95,457,0,0
"19917",458,127,6.49874476987448,80.5413485829665,95,458,0,0
"19918",459,129,6.32719665271967,80.5413485829665,95,459,0,0
"19919",460,133,6.32719665271967,80.5413485829665,95,460,0,0
"19920",461,132,6.23514644351464,80.5413485829665,95,461,0,0
"19921",462,135,6.23514644351464,80.5413485829665,95,462,0,0
"19922",463,140,5.78744769874477,80.5413485829665,95,463,0,0
"19923",464,136,5.78744769874477,80.5413485829665,95,464,0,0
"19924",465,131,6.23514644351464,80.5413485829665,95,465,0,0
"19925",466,128,6.36485355648536,80.5413485829665,95,466,0,0
"19926",467,132,6.19748953974895,80.5413485829665,95,467,0,0
"19927",468,136,6.00083682008368,80.5413485829665,95,468,0,0
"19928",469,132,6.00083682008368,80.5413485829665,95,469,0,0
"19929",470,128,6.19748953974895,80.5413485829665,95,470,0,0
"19930",471,134,6.19748953974895,80.5413485829665,95,471,0,0
"19931",472,138,6.00083682008368,80.5413485829665,95,472,0,0
"19932",473,136,6.17238493723849,80.5413485829665,95,473,0,0
"19933",474,136,6.17238493723849,80.5413485829665,95,474,0,0
"19934",475,136,6.17238493723849,80.5413485829665,95,475,0,0
"19935",476,144,6.17238493723849,80.5413485829665,95,476,0,0
"19936",477,148,6.17238493723849,80.5413485829665,95,477,0,0
"19937",478,150,6.00083682008368,80.5413485829665,95,478,0,0
"19938",479,147,6.00083682008368,80.5413485829665,95,479,0,0
"19939",480,145,6.03849372384937,80.5413485829665,95,480,0,0
"19940",481,142,6.99581589958159,80.5413485829665,95,481,0,0
"19941",482,145,6.60251046025105,80.5413485829665,95,482,0,0
"19942",483,150,6.58577405857741,80.5413485829665,95,483,0,0
"19943",484,155,6.2510460251046,80.5413485829665,95,484,0,0
"19944",485,155,6.2510460251046,80.5413485829665,95,485,0,0
"19945",486,155,6.2510460251046,80.5413485829665,95,486,0,0
"19946",487,147,6.2510460251046,80.5413485829665,95,487,0,0
"19947",488,149,6.17154811715481,80.5413485829665,95,488,0,0
"19948",489,149,6.17154811715481,80.5413485829665,95,489,0,0
"19949",490,153,6.15062761506276,80.5413485829665,95,490,0,0
"19950",491,149,6.17154811715481,80.5413485829665,95,491,0,0
"19951",492,146,6.46443514644352,80.5413485829665,95,492,0,0
"19952",493,146,6.46443514644352,80.5413485829665,95,493,0,0
"19953",494,144,6.58995815899582,80.5413485829665,95,494,0,0
"19954",495,139,6.60669456066946,80.5413485829665,95,495,0,0
"19955",496,142,6.46025104602511,80.5413485829665,95,496,0,0
"19956",497,147,6.45188284518828,80.5413485829665,95,497,0,0
"19957",498,145,6.45188284518828,80.5413485829665,95,498,0,0
"19958",499,143,6.56066945606695,80.5413485829665,95,499,0,0
"19959",500,129,6.87029288702929,80.5413485829665,95,500,0,0
"19960",501,134,6.61087866108787,80.5413485829665,95,501,0,0
"19961",502,136,6.88702928870293,80.5413485829665,95,502,0,0
"19962",503,127,7.28451882845188,80.5413485829665,95,503,0,0
"19963",504,124,7.28451882845188,80.5413485829665,95,504,0,0
"19964",505,132,7.20083682008368,80.5413485829665,95,505,0,0
"19965",506,112,7.31799163179916,80.5413485829665,95,506,0,0
"19966",507,109,7.66108786610879,80.5413485829665,95,507,0,0
"19967",508,119,7.17573221757322,80.5413485829665,95,508,0,0
"19968",509,118,7.09205020920502,80.5413485829665,95,509,0,0
"19969",510,122,6.76820083682008,80.5413485829665,95,510,0,0
"19970",511,122,6.76820083682008,80.5413485829665,95,511,0,0
"19971",512,149,6.50041841004184,80.5413485829665,95,512,0,0
"19972",513,145,7.19916317991632,80.5413485829665,95,513,0,0
"19973",514,157,6.77322175732218,80.5413485829665,95,514,0,0
"19974",515,161,6.63933054393305,80.5413485829665,95,515,0,0
"19975",516,168,6.5765690376569,80.5413485829665,95,516,0,0
"19976",517,154,5.65355648535565,80.5413485829665,95,517,0,0
"19977",518,152,5.75397489539749,80.5413485829665,95,518,0,0
"19978",519,155,5.75397489539749,80.5413485829665,95,519,0,0
"19979",520,151,5.76652719665272,80.5413485829665,95,520,0,0
"19980",521,146,6.00502092050209,80.5413485829665,95,521,0,0
"19981",522,138,6.00502092050209,80.5413485829665,95,522,0,0
"19982",523,141,5.99665271966527,80.5413485829665,95,523,0,0
"19983",524,145,5.98410041841004,80.5413485829665,95,524,0,0
"19984",525,150,5.97991631799163,80.5413485829665,95,525,0,0
"19985",526,154,5.78828451882845,80.5413485829665,95,526,0,0
"19986",527,149,5.81757322175732,80.5413485829665,95,527,0,0
"19987",528,152,5.72217573221757,80.5413485829665,95,528,0,0
"19988",529,157,5.6928870292887,80.5413485829665,95,529,0,0
"19989",530,155,5.6928870292887,80.5413485829665,95,530,0,0
"19990",531,159,5.67196652719665,80.5413485829665,95,531,0,0
"19991",532,163,5.67196652719665,80.5413485829665,95,532,0,0
"19992",533,171,5.46276150627615,80.5413485829665,95,533,0,0
"19993",534,167,5.46276150627615,80.5413485829665,95,534,0,0
"19994",535,147,6.42845188284519,80.5413485829665,95,535,0,0
"19995",536,152,6.42845188284519,80.5413485829665,95,536,0,0
"19996",537,144,6.75564853556485,80.5413485829665,95,537,0,0
"19997",538,136,6.76401673640167,80.5413485829665,95,538,0,0
"19998",539,131,6.84769874476987,80.5413485829665,95,539,0,0
"19999",540,136,6.76401673640167,80.5413485829665,95,540,0,0
"20000",541,132,7.08284518828452,80.5413485829665,95,541,0,0
"20001",542,125,7.13305439330544,80.5413485829665,95,542,0,0
"20002",543,127,6.9489539748954,80.5413485829665,95,543,0,0
"20003",544,135,6.9489539748954,80.5413485829665,95,544,0,0
"20004",545,140,5.83933054393305,80.5413485829665,95,545,0,0
"20005",546,137,5.91966527196653,80.5413485829665,95,546,0,0
"20006",547,139,5.91966527196653,80.5413485829665,95,547,0,0
"20007",548,136,6.09539748953975,80.5413485829665,95,548,0,0
"20008",549,139,6.01171548117155,80.5413485829665,95,549,0,0
"20009",550,137,6.01171548117155,80.5413485829665,95,550,0,0
"20010",551,132,6.09539748953975,80.5413485829665,95,551,0,0
"20011",552,135,6.00418410041841,80.5413485829665,95,552,0,0
"20012",553,137,6.00418410041841,80.5413485829665,95,553,0,0
"20013",554,135,6.00418410041841,80.5413485829665,95,554,0,0
"20014",555,121,6.48535564853557,80.5413485829665,95,555,0,0
"20015",556,131,6.07782426778243,80.5413485829665,95,556,0,0
"20016",557,133,6.07782426778243,80.5413485829665,95,557,0,0
"20017",558,135,6.16150627615063,80.5413485829665,95,558,0,0
"20018",559,132,6.16150627615063,80.5413485829665,95,559,0,0
"20019",560,130,6.16987447698745,80.5413485829665,95,560,0,0
"20020",561,124,6.32050209205021,80.5413485829665,95,561,0,0
"20021",562,121,6.32050209205021,80.5413485829665,95,562,0,0
"20022",563,125,6.32050209205021,80.5413485829665,95,563,0,0
"20023",564,128,6.29539748953975,80.5413485829665,95,564,0,0
"20024",565,126,6.37907949790795,80.5413485829665,95,565,0,0
"20025",566,128,6.29539748953975,80.5413485829665,95,566,0,0
"20026",567,132,6.05690376569038,80.5413485829665,95,567,0,0
"20027",568,134,6.01506276150628,80.5413485829665,95,568,0,0
"20028",569,131,6.0234309623431,80.5413485829665,95,569,0,0
"20029",570,128,6.30125523012552,80.5413485829665,95,570,0,0
"20030",571,126,6.37238493723849,80.5413485829665,95,571,0,0
"20031",572,130,6.37238493723849,80.5413485829665,95,572,0,0
"20032",573,128,6.45606694560669,80.5413485829665,95,573,0,0
"20033",574,125,6.47280334728034,80.5413485829665,95,574,0,0
"20034",575,128,6.2744769874477,80.5413485829665,95,575,0,0
"20035",576,130,6.2744769874477,80.5413485829665,95,576,0,0
"20036",577,130,6.2744769874477,80.5413485829665,95,577,0,0
"20037",578,132,6.2744769874477,80.5413485829665,95,578,0,0
"20038",579,130,6.41673640167364,80.5413485829665,95,579,0,0
"20039",580,132,6.39163179916318,80.5413485829665,95,580,0,0
"20040",581,135,6.32887029288703,80.5413485829665,95,581,0,0
"20041",582,139,6.32887029288703,80.5413485829665,95,582,0,0
"20042",583,136,6.39163179916318,80.5413485829665,95,583,0,0
"20043",584,139,6.36652719665272,80.5413485829665,95,584,0,0
"20044",585,142,6.36652719665272,80.5413485829665,95,585,0,0
"20045",586,138,6.36652719665272,80.5413485829665,95,586,0,0
"20046",587,135,6.39163179916318,80.5413485829665,95,587,0,0
"20047",588,115,8.0234309623431,80.5413485829665,95,588,0,0
"20048",589,118,7.97322175732218,80.5413485829665,95,589,0,0
"20049",590,121,7.9397489539749,80.5413485829665,95,590,0,0
"20050",591,124,7.9397489539749,80.5413485829665,95,591,0,0
"20051",592,121,7.9397489539749,80.5413485829665,95,592,0,0
"20052",593,119,8.49707112970711,80.5413485829665,95,593,0,0
"20053",594,116,9.01589958158996,80.5413485829665,95,594,0,0
"20054",595,112,9.07866108786611,80.5413485829665,95,595,0,0
"20055",596,115,9.03682008368201,80.5413485829665,95,596,0,0
"20056",597,101,10.1556485355649,80.5413485829665,95,597,0,0
"20057",598,98,10.2393305439331,80.5413485829665,95,598,0,0
"20058",599,101,9.95899581589958,80.5413485829665,95,599,0,0
"20059",600,104,8.88786610878661,80.5413485829665,95,600,0,0
"20060",601,108,8.88786610878661,80.5413485829665,95,601,0,0
"20061",602,111,8.76234309623431,80.5413485829665,95,602,0,0
"20062",603,114,8.74142259414226,80.5413485829665,95,603,0,0
"20063",604,117,8.1765690376569,80.5413485829665,95,604,0,0
"20064",605,121,8.14728033472803,80.5413485829665,95,605,0,0
"20065",606,118,8.41924686192469,80.5413485829665,95,606,0,0
"20066",607,121,8.41087866108787,80.5413485829665,95,607,0,0
"20067",608,118,8.48117154811716,80.5413485829665,95,608,0,0
"20068",609,115,8.48117154811716,80.5413485829665,95,609,0,0
"20069",610,111,8.4979079497908,80.5413485829665,95,610,0,0
"20070",611,108,9.08200836820084,80.5413485829665,95,611,0,0
"20071",612,105,9.9397489539749,80.5413485829665,95,612,0,0
"20072",613,104,8.09707112970711,80.5413485829665,95,613,0,0
"20073",614,107,8.09707112970711,80.5413485829665,95,614,0,0
"20074",615,104,8.09707112970711,80.5413485829665,95,615,0,0
"20075",616,101,8.09707112970711,80.5413485829665,95,616,0,0
"20076",617,101,8.09707112970711,80.5413485829665,95,617,0,0
"20077",618,97,8.09707112970711,80.5413485829665,95,618,0,0
"20078",619,100,7.69121338912134,80.5413485829665,95,619,0,0
"20079",620,108,7.56569037656904,80.5413485829665,95,620,0,0
"20080",621,112,7.56569037656904,80.5413485829665,95,621,0,0
"20081",622,109,7.56569037656904,80.5413485829665,95,622,0,0
"20082",623,106,7.84602510460251,80.5413485829665,95,623,0,0
"20083",624,108,7.84602510460251,80.5413485829665,95,624,0,0
"20084",625,103,7.84602510460251,80.5413485829665,95,625,0,0
"20085",626,106,7.84602510460251,80.5413485829665,95,626,0,0
"20086",627,104,8.67531380753138,80.5413485829665,95,627,0,0
"20087",628,100,8.67531380753138,80.5413485829665,95,628,0,0
"20088",629,98,8.67531380753138,80.5413485829665,95,629,0,0
"20089",630,98,8.3489539748954,80.5413485829665,95,630,0,0
"20090",631,100,8.3489539748954,80.5413485829665,95,631,0,0
"20091",632,102,8.20251046025105,80.5413485829665,95,632,0,0
"20092",633,100,8.3489539748954,80.5413485829665,95,633,0,0
"20093",634,100,8.32803347280335,80.5413485829665,95,634,0,0
"20094",635,107,7.80836820083682,80.5413485829665,95,635,0,0
"20095",636,112,7.80836820083682,80.5413485829665,95,636,0,0
"20096",637,106,7.90209205020921,80.5413485829665,95,637,0,0
"20097",638,103,8.24518828451883,80.5413485829665,95,638,0,0
"20098",639,106,8.11129707112971,80.5413485829665,95,639,0,0
"20099",640,105,8.49623430962343,80.5413485829665,95,640,0,0
"20100",641,108,8.20334728033473,80.5413485829665,95,641,0,0
"20101",642,103,8.28786610878661,80.5413485829665,95,642,0,0
"20102",643,107,8.28786610878661,80.5413485829665,95,643,0,0
"20103",644,103,8.31715481171548,80.5413485829665,95,644,0,0
"20104",645,98,8.55983263598326,80.5413485829665,95,645,0,0
"20105",646,95,8.65188284518828,80.5413485829665,95,646,0,0
"20106",647,112,7.59330543933054,80.5413485829665,95,647,0,0
"20107",648,114,7.73891213389121,80.5413485829665,95,648,0,0
"20108",649,94,7.4234309623431,80.5413485829665,95,649,0,0
"20109",650,92,7.36150627615063,80.5413485829665,95,650,0,0
"20110",651,87,7.36150627615063,80.5413485829665,95,651,0,0
"20111",652,92,7.36150627615063,80.5413485829665,95,652,0,0
"20112",653,89,7.36150627615063,80.5413485829665,95,653,0,0
"20113",654,86,7.36150627615063,80.5413485829665,95,654,0,0
"20114",655,89,7.36150627615063,80.5413485829665,95,655,0,0
"20115",656,93,7.36150627615063,80.5413485829665,95,656,0,0
"20116",657,96,7.35313807531381,80.5413485829665,95,657,0,0
"20117",658,94,7.04686192468619,80.5413485829665,95,658,0,0
"20118",659,89,7.04686192468619,80.5413485829665,95,659,0,0
"20119",660,84,7.52217573221757,80.5413485829665,95,660,0,0
"20120",661,86,7.59665271966527,80.5413485829665,95,661,0,0
"20121",662,91,7.59665271966527,80.5413485829665,95,662,0,0
"20122",663,87,7.59665271966527,80.5413485829665,95,663,0,0
"20123",664,87,7.59665271966527,80.5413485829665,95,664,0,0
"20124",665,89,9.4836820083682,80.5413485829665,95,665,0,0
"20125",666,92,8.47112970711297,80.5413485829665,95,666,0,0
"20126",667,88,8.47112970711297,80.5413485829665,95,667,0,0
"20127",668,83,8.25020920502092,80.5413485829665,95,668,0,0
"20128",669,86,7.51046025104602,80.5413485829665,95,669,0,0
"20129",670,92,7.51046025104602,80.5413485829665,95,670,0,0
"20130",671,86,7.51046025104602,80.5413485829665,95,671,0,0
"20131",672,84,8.1255230125523,80.5413485829665,95,672,0,0
"20132",673,82,8.23012552301255,80.5413485829665,95,673,0,0
"20133",674,85,8.23012552301255,80.5413485829665,95,674,0,0
"20134",675,148,5.88451882845188,80.5413485829665,95,675,0,0
"20135",676,150,5.81757322175732,80.5413485829665,95,676,0,0
"20136",677,147,5.86778242677824,80.5413485829665,95,677,0,0
"20137",678,150,5.81757322175732,80.5413485829665,95,678,0,0
"20138",679,148,5.81757322175732,80.5413485829665,95,679,0,0
"20139",680,151,5.54979079497908,80.5413485829665,95,680,0,0
"20140",681,149,5.61673640167364,80.5413485829665,95,681,0,0
"20141",682,146,5.66694560669456,80.5413485829665,95,682,0,0
"20142",683,141,5.68535564853557,80.5413485829665,95,683,0,0
"20143",684,144,5.65606694560669,80.5413485829665,95,684,0,0
"20144",685,142,6.2092050209205,80.5413485829665,95,685,0,0
"20145",686,140,6.2092050209205,80.5413485829665,95,686,0,0
"20146",687,141,6.2510460251046,80.5413485829665,95,687,0,0
"20147",688,138,6.28033472803347,80.5413485829665,95,688,0,0
"20148",689,141,6.28033472803347,80.5413485829665,95,689,0,0
"20149",690,146,6.0092050209205,80.5413485829665,95,690,0,0
"20150",691,143,6.0092050209205,80.5413485829665,95,691,0,0
"20151",692,140,6.218410041841,80.5413485829665,95,692,0,0
"20152",693,137,6.28535564853556,80.5413485829665,95,693,0,0
"20153",694,132,6.38912133891213,80.5413485829665,95,694,0,0
"20154",695,129,6.51464435146443,80.5413485829665,95,695,0,0
"20155",696,126,6.60669456066946,80.5413485829665,95,696,0,0
"20156",697,123,7.1907949790795,80.5413485829665,95,697,0,0
"20157",698,126,7.1907949790795,80.5413485829665,95,698,0,0
"20158",699,129,7.1907949790795,80.5413485829665,95,699,0,0
"20159",700,127,7.4836820083682,80.5413485829665,95,700,0,0
"20160",0,129,7.4836820083682,76.5142811538181,96,0,0,1
"20161",1,124,7.6928870292887,76.5142811538181,96,1,0,1
"20162",2,122,7.6928870292887,76.5142811538181,96,2,0,1
"20163",3,127,7.4836820083682,76.5142811538181,96,3,0,1
"20164",4,130,7.1907949790795,76.5142811538181,96,4,0,1
"20165",5,133,7.1907949790795,76.5142811538181,96,5,0,1
"20166",6,131,7.3581589958159,76.5142811538181,96,6,0,1
"20167",7,128,7.6510460251046,76.5142811538181,96,7,0,1
"20168",8,125,7.6510460251046,76.5142811538181,96,8,0,1
"20169",9,127,7.12803347280335,76.5142811538181,96,9,0,1
"20170",10,124,7.12803347280335,76.5142811538181,96,10,0,1
"20171",11,121,7.12803347280335,76.5142811538181,96,11,0,1
"20172",12,124,7.12803347280335,76.5142811538181,96,12,0,1
"20173",13,121,7.12803347280335,76.5142811538181,96,13,0,1
"20174",14,119,7.6510460251046,76.5142811538181,96,14,0,1
"20175",15,124,7.6092050209205,76.5142811538181,96,15,0,1
"20176",16,127,7.6092050209205,76.5142811538181,96,16,0,1
"20177",17,132,7.6092050209205,76.5142811538181,96,17,0,1
"20178",18,128,7.98828451882845,76.5142811538181,96,18,0,1
"20179",19,125,8.15899581589958,76.5142811538181,96,19,0,1
"20180",20,122,8.15899581589958,76.5142811538181,96,20,0,1
"20181",21,124,7.18326359832636,76.5142811538181,96,21,0,1
"20182",22,127,6.89037656903766,76.5142811538181,96,22,0,1
"20183",23,130,6.34979079497908,76.5142811538181,96,23,0,1
"20184",24,128,7.33054393305439,76.5142811538181,96,24,0,1
"20185",25,124,7.73221757322176,76.5142811538181,96,25,0,1
"20186",26,130,7.7071129707113,76.5142811538181,96,26,0,1
"20187",27,128,7.84100418410042,76.5142811538181,96,27,0,1
"20188",28,131,7.67029288702929,76.5142811538181,96,28,0,1
"20189",29,133,7.67029288702929,76.5142811538181,96,29,0,1
"20190",30,136,7.67029288702929,76.5142811538181,96,30,0,1
"20191",31,133,7.84100418410042,76.5142811538181,96,31,0,1
"20192",32,134,7.00669456066946,76.5142811538181,96,32,0,1
"20193",33,136,6.97740585774059,76.5142811538181,96,33,0,1
"20194",34,140,6.52301255230125,76.5142811538181,96,34,0,1
"20195",35,132,6.52301255230125,76.5142811538181,96,35,0,1
"20196",36,129,6.52301255230125,76.5142811538181,96,36,0,1
"20197",37,127,6.77405857740586,76.5142811538181,96,37,0,1
"20198",38,129,6.3581589958159,76.5142811538181,96,38,0,1
"20199",39,134,6.3581589958159,76.5142811538181,96,39,0,1
"20200",40,132,6.40836820083682,76.5142811538181,96,40,0,1
"20201",41,134,6.2326359832636,76.5142811538181,96,41,0,1
"20202",42,137,5.99414225941423,76.5142811538181,96,42,0,1
"20203",43,139,5.74309623430962,76.5142811538181,96,43,0,1
"20204",44,136,5.74309623430962,76.5142811538181,96,44,0,1
"20205",45,133,6.1071129707113,76.5142811538181,96,45,0,1
"20206",46,131,6.52301255230125,76.5142811538181,96,46,0,1
"20207",47,128,6.52301255230125,76.5142811538181,96,47,0,1
"20208",48,131,6.39748953974895,76.5142811538181,96,48,0,1
"20209",49,134,6.36820083682008,76.5142811538181,96,49,0,1
"20210",50,137,6.04937238493724,76.5142811538181,96,50,0,1
"20211",51,132,6.04937238493724,76.5142811538181,96,51,0,1
"20212",52,129,6.07866108786611,76.5142811538181,96,52,0,1
"20213",53,126,6.39748953974895,76.5142811538181,96,53,0,1
"20214",54,130,6.36820083682008,76.5142811538181,96,54,0,1
"20215",55,130,7.17405857740586,76.5142811538181,96,55,0,1
"20216",56,127,7.20334728033473,76.5142811538181,96,56,0,1
"20217",57,122,7.37489539748954,76.5142811538181,96,57,0,1
"20218",58,118,7.46694560669456,76.5142811538181,96,58,0,1
"20219",59,124,7.46694560669456,76.5142811538181,96,59,0,1
"20220",60,118,7.46694560669456,76.5142811538181,96,60,0,1
"20221",61,120,7.13389121338912,76.5142811538181,96,61,0,1
"20222",62,117,7.26778242677824,76.5142811538181,96,62,0,1
"20223",63,115,7.76569037656904,76.5142811538181,96,63,0,1
"20224",64,112,7.84937238493724,76.5142811538181,96,64,0,1
"20225",65,115,7.84937238493724,76.5142811538181,96,65,0,1
"20226",66,109,8.00418410041841,76.5142811538181,96,66,0,1
"20227",67,111,7.45606694560669,76.5142811538181,96,67,0,1
"20228",68,106,7.45606694560669,76.5142811538181,96,68,0,1
"20229",69,103,7.85774058577406,76.5142811538181,96,69,0,1
"20230",70,100,8.09623430962343,76.5142811538181,96,70,0,1
"20231",71,96,8.23849372384937,76.5142811538181,96,71,0,1
"20232",72,99,8.09205020920502,76.5142811538181,96,72,0,1
"20233",73,102,7.30543933054393,76.5142811538181,96,73,0,1
"20234",74,99,7.8326359832636,76.5142811538181,96,74,0,1
"20235",75,101,8.47698744769875,76.5142811538181,96,75,0,1
"20236",76,96,9.50627615062761,76.5142811538181,96,76,0,1
"20237",77,91,9.88702928870293,76.5142811538181,96,77,0,1
"20238",78,94,9.88702928870293,76.5142811538181,96,78,0,1
"20239",79,97,9.88702928870293,76.5142811538181,96,79,0,1
"20240",80,95,11.6,76.5142811538181,96,80,0,1
"20241",81,92,12.4778242677824,76.5142811538181,96,81,0,1
"20242",82,97,11.9924686192469,76.5142811538181,96,82,0,1
"20243",83,100,11.2393305439331,76.5142811538181,96,83,0,1
"20244",84,100,11.2393305439331,76.5142811538181,96,84,0,1
"20245",85,97,11.0058577405858,76.5142811538181,96,85,0,1
"20246",86,94,11.2359832635983,76.5142811538181,96,86,0,1
"20247",87,94,11.2359832635983,76.5142811538181,96,87,0,1
"20248",88,97,10.1338912133891,76.5142811538181,96,88,0,1
"20249",89,99,10.0543933054393,76.5142811538181,96,89,0,1
"20250",90,97,11.0861924686192,76.5142811538181,96,90,0,1
"20251",91,95,11.165690376569,76.5142811538181,96,91,0,1
"20252",92,97,9.7347280334728,76.5142811538181,96,92,0,1
"20253",93,92,9.93138075313808,76.5142811538181,96,93,0,1
"20254",94,95,9.93138075313808,76.5142811538181,96,94,0,1
"20255",95,100,9.91464435146444,76.5142811538181,96,95,0,1
"20256",96,104,9.91464435146444,76.5142811538181,96,96,0,1
"20257",97,99,9.93138075313808,76.5142811538181,96,97,0,1
"20258",98,96,9.94811715481172,76.5142811538181,96,98,0,1
"20259",99,92,9.94811715481172,76.5142811538181,96,99,0,1
"20260",100,95,8.65690376569038,76.5142811538181,96,100,0,1
"20261",101,90,8.6928870292887,76.5142811538181,96,101,0,1
"20262",102,92,8.21757322175732,76.5142811538181,96,102,0,1
"20263",103,87,8.38661087866109,76.5142811538181,96,103,0,1
"20264",104,84,8.38661087866109,76.5142811538181,96,104,0,1
"20265",105,82,8.97740585774059,76.5142811538181,96,105,0,1
"20266",106,87,8.6928870292887,76.5142811538181,96,106,0,1
"20267",107,84,9.06192468619247,76.5142811538181,96,107,0,1
"20268",108,81,9.09958158995816,76.5142811538181,96,108,0,1
"20269",109,83,8.60753138075314,76.5142811538181,96,109,0,1
"20270",110,86,7.92970711297071,76.5142811538181,96,110,0,1
"20271",111,80,9.15230125523013,76.5142811538181,96,111,0,1
"20272",112,81,9.17740585774059,76.5142811538181,96,112,0,1
"20273",113,84,8.36820083682008,76.5142811538181,96,113,0,1
"20274",114,86,8.35146443514644,76.5142811538181,96,114,0,1
"20275",115,84,8.36820083682008,76.5142811538181,96,115,0,1
"20276",116,79,8.40334728033473,76.5142811538181,96,116,0,1
"20277",117,83,8.13974895397489,76.5142811538181,96,117,0,1
"20278",118,80,8.36987447698745,76.5142811538181,96,118,0,1
"20279",119,86,7.42677824267782,76.5142811538181,96,119,0,1
"20280",120,90,7.3347280334728,76.5142811538181,96,120,0,1
"20281",121,98,7.3347280334728,76.5142811538181,96,121,0,1
"20282",122,95,7.48786610878661,76.5142811538181,96,122,0,1
"20283",123,95,7.48786610878661,76.5142811538181,96,123,0,1
"20284",124,98,7.39581589958159,76.5142811538181,96,124,0,1
